REF_DATE,GEO,unemployment_rate
2022-10,Alberta,2.1
2022-11,Alberta,5.7
2022-11,Alberta,5.6
2022-11,Alberta,0.4
2022-11,Alberta,0.4
2022-11,Alberta,0.7
2022-11,Alberta,5.9
2022-11,Alberta,5.7
2022-11,Alberta,0.4
2022-11,Alberta,0.4
2022-11,Alberta,0.7
2022-11,Alberta,8.7
2022-11,Alberta,8.7
2022-11,Alberta,1.4
2022-11,Alberta,1.5
2022-11,Alberta,2.4
2022-11,Alberta,11.3
2022-11,Alberta,7.3
2022-11,Alberta,5.3
2022-11,Alberta,5.1
2022-11,Alberta,0.4
2022-11,Alberta,0.4
2022-11,Alberta,0.6
2022-11,Alberta,5.2
2022-11,Alberta,5.0
2022-11,Alberta,0.4
2022-11,Alberta,0.5
2022-11,Alberta,0.7
2022-11,Alberta,5.6
2022-11,Alberta,5.8
2022-11,Alberta,0.9
2022-11,Alberta,0.9
2022-11,Alberta,1.4
2022-11,Alberta,5.6
2022-11,Alberta,5.6
2022-11,Alberta,0.5
2022-11,Alberta,0.5
2022-11,Alberta,0.9
2022-11,Alberta,5.7
2022-11,Alberta,5.7
2022-11,Alberta,0.5
2022-11,Alberta,0.6
2022-11,Alberta,0.9
2022-11,Alberta,11.0
2022-11,Alberta,11.5
2022-11,Alberta,2.1
2022-11,Alberta,2.2
2022-11,Alberta,3.3
2022-11,Alberta,14.1
2022-11,Alberta,10.1
2022-11,Alberta,4.9
2022-11,Alberta,4.8
2022-11,Alberta,0.5
2022-11,Alberta,0.5
2022-11,Alberta,0.8
2022-11,Alberta,4.7
2022-11,Alberta,4.6
2022-11,Alberta,0.6
2022-11,Alberta,0.6
2022-11,Alberta,1.0
2022-11,Alberta,5.4
2022-11,Alberta,5.4
2022-11,Alberta,1.2
2022-11,Alberta,1.1
2022-11,Alberta,1.9
2022-11,Alberta,5.9
2022-11,Alberta,5.6
2022-11,Alberta,0.6
2022-11,Alberta,0.6
2022-11,Alberta,0.9
2022-11,Alberta,6.2
2022-11,Alberta,5.6
2022-11,Alberta,0.6
2022-11,Alberta,0.6
2022-11,Alberta,0.9
2022-11,Alberta,6.4
2022-11,Alberta,5.9
2022-11,Alberta,1.9
2022-11,Alberta,2.0
2022-11,Alberta,3.2
2022-11,Alberta,8.5
2022-11,Alberta,4.4
2022-11,Alberta,5.8
2022-11,Alberta,5.6
2022-11,Alberta,0.6
2022-11,Alberta,0.6
2022-11,Alberta,0.9
2022-11,Alberta,5.8
2022-11,Alberta,5.4
2022-11,Alberta,0.7
2022-11,Alberta,0.7
2022-11,Alberta,1.0
2022-11,Alberta,5.9
2022-11,Alberta,6.2
2022-11,Alberta,1.4
2022-11,Alberta,1.4
2022-11,Alberta,2.1
2022-12,Alberta,5.7
2022-12,Alberta,5.3
2022-12,Alberta,0.4
2022-12,Alberta,0.4
2022-12,Alberta,0.7
2022-12,Alberta,5.8
2022-12,Alberta,5.3
2022-12,Alberta,0.4
2022-12,Alberta,0.4
2022-12,Alberta,0.7
2022-12,Alberta,10.7
2022-12,Alberta,9.4
2022-12,Alberta,1.4
2022-12,Alberta,1.5
2022-12,Alberta,2.4
2022-12,Alberta,11.8
2022-12,Alberta,8.0
2022-12,Alberta,4.9
2022-12,Alberta,4.7
2022-12,Alberta,0.4
2022-12,Alberta,0.4
2022-12,Alberta,0.6
2022-12,Alberta,4.9
2022-12,Alberta,4.6
2022-12,Alberta,0.4
2022-12,Alberta,0.5
2022-12,Alberta,0.7
2022-12,Alberta,4.6
2022-12,Alberta,4.9
2022-12,Alberta,0.9
2022-12,Alberta,0.9
2022-12,Alberta,1.4
2022-12,Alberta,5.6
2022-12,Alberta,5.4
2022-12,Alberta,0.5
2022-12,Alberta,0.5
2022-12,Alberta,0.9
2022-12,Alberta,5.8
2022-12,Alberta,5.5
2022-12,Alberta,0.5
2022-12,Alberta,0.6
2022-12,Alberta,0.9
2022-12,Alberta,12.8
2022-12,Alberta,12.0
2022-12,Alberta,2.1
2022-12,Alberta,2.2
2022-12,Alberta,3.3
2022-12,Alberta,14.6
2022-12,Alberta,10.5
2022-12,Alberta,4.6
2022-12,Alberta,4.5
2022-12,Alberta,0.5
2022-12,Alberta,0.5
2022-12,Alberta,0.8
2022-12,Alberta,4.6
2022-12,Alberta,4.4
2022-12,Alberta,0.6
2022-12,Alberta,0.6
2022-12,Alberta,1.0
2022-12,Alberta,4.6
2022-12,Alberta,4.7
2022-12,Alberta,1.2
2022-12,Alberta,1.1
2022-12,Alberta,1.9
2022-12,Alberta,5.7
2022-12,Alberta,5.2
2022-12,Alberta,0.6
2022-12,Alberta,0.6
2022-12,Alberta,0.9
2022-12,Alberta,5.7
2022-12,Alberta,5.1
2022-12,Alberta,0.6
2022-12,Alberta,0.6
2022-12,Alberta,0.9
2022-12,Alberta,8.4
2022-12,Alberta,6.8
2022-12,Alberta,1.9
2022-12,Alberta,2.0
2022-12,Alberta,3.2
2022-12,Alberta,8.7
2022-12,Alberta,5.7
2022-12,Alberta,5.2
2022-12,Alberta,4.9
2022-12,Alberta,0.6
2022-12,Alberta,0.6
2022-12,Alberta,0.9
2022-12,Alberta,5.4
2022-12,Alberta,4.9
2022-12,Alberta,0.7
2022-12,Alberta,0.7
2022-12,Alberta,1.0
2022-12,Alberta,4.7
2022-12,Alberta,5.1
2022-12,Alberta,1.4
2022-12,Alberta,1.4
2022-12,Alberta,2.1
2020-01,British Columbia,4.7
2020-01,British Columbia,5.0
2020-01,British Columbia,0.3
2020-01,British Columbia,0.3
2020-01,British Columbia,0.4
2020-01,British Columbia,4.7
2020-01,British Columbia,4.9
2020-01,British Columbia,0.3
2020-01,British Columbia,0.3
2020-01,British Columbia,0.4
2020-01,British Columbia,7.9
2020-01,British Columbia,8.4
2020-01,British Columbia,1.1
2020-01,British Columbia,1.2
2020-01,British Columbia,1.5
2020-01,British Columbia,13.8
2020-01,British Columbia,5.9
2020-01,British Columbia,4.2
2020-01,British Columbia,4.5
2020-01,British Columbia,0.3
2020-01,British Columbia,0.3
2020-01,British Columbia,0.4
2020-01,British Columbia,4.0
2020-01,British Columbia,4.2
2020-01,British Columbia,0.4
2020-01,British Columbia,0.4
2020-01,British Columbia,0.5
2020-01,British Columbia,4.7
2020-01,British Columbia,5.1
2020-01,British Columbia,0.6
2020-01,British Columbia,0.6
2020-01,British Columbia,0.9
2020-01,British Columbia,4.4
2020-01,British Columbia,5.1
2020-01,British Columbia,0.4
2020-01,British Columbia,0.4
2020-01,British Columbia,0.6
2020-01,British Columbia,4.4
2020-01,British Columbia,5.0
2020-01,British Columbia,0.4
2020-01,British Columbia,0.5
2020-01,British Columbia,0.6
2020-01,British Columbia,8.0
2020-01,British Columbia,8.9
2020-01,British Columbia,1.6
2020-01,British Columbia,1.8
2020-01,British Columbia,2.1
2020-01,British Columbia,16.5
2020-01,British Columbia,5.6
2020-01,British Columbia,3.9
2020-01,British Columbia,4.5
2020-01,British Columbia,0.4
2020-01,British Columbia,0.4
2020-01,British Columbia,0.6
2020-01,British Columbia,3.9
2020-01,British Columbia,4.5
2020-01,British Columbia,0.5
2020-01,British Columbia,0.5
2020-01,British Columbia,0.7
2020-01,British Columbia,3.9
2020-01,British Columbia,4.4
2020-01,British Columbia,0.8
2020-01,British Columbia,0.8
2020-01,British Columbia,1.1
2020-01,British Columbia,5.0
2020-01,British Columbia,4.9
2020-01,British Columbia,0.4
2020-01,British Columbia,0.4
2020-01,British Columbia,0.6
2020-01,British Columbia,5.0
2020-01,British Columbia,4.9
2020-01,British Columbia,0.4
2020-01,British Columbia,0.4
2020-01,British Columbia,0.6
2020-01,British Columbia,7.9
2020-01,British Columbia,7.8
2020-01,British Columbia,1.4
2020-01,British Columbia,1.6
2020-01,British Columbia,1.9
2020-01,British Columbia,11.0
2020-01,British Columbia,6.3
2020-01,British Columbia,4.5
2020-01,British Columbia,4.5
2020-01,British Columbia,0.4
2020-01,British Columbia,0.4
2020-01,British Columbia,0.6
2020-01,British Columbia,4.1
2020-01,British Columbia,3.9
2020-01,British Columbia,0.5
2020-01,British Columbia,0.5
2020-01,British Columbia,0.7
2020-01,British Columbia,5.7
2020-01,British Columbia,6.0
2020-01,British Columbia,0.9
2020-01,British Columbia,0.8
2020-01,British Columbia,1.3
2020-02,British Columbia,5.4
2020-02,British Columbia,5.4
2020-02,British Columbia,0.3
2020-02,British Columbia,0.3
2020-02,British Columbia,0.4
2020-02,British Columbia,5.5
2020-02,British Columbia,5.4
2020-02,British Columbia,0.3
2020-02,British Columbia,0.3
2020-02,British Columbia,0.4
2020-02,British Columbia,10.2
2020-02,British Columbia,9.7
2020-02,British Columbia,1.1
2020-02,British Columbia,1.2
2020-02,British Columbia,1.5
2020-02,British Columbia,11.8
2020-02,British Columbia,8.7
2020-02,British Columbia,4.6
2020-02,British Columbia,4.7
2020-02,British Columbia,0.3
2020-02,British Columbia,0.3
2020-02,British Columbia,0.4
2020-02,British Columbia,4.2
2020-02,British Columbia,4.3
2020-02,British Columbia,0.4
2020-02,British Columbia,0.4
2020-02,British Columbia,0.5
2020-02,British Columbia,5.7
2020-02,British Columbia,5.9
2020-02,British Columbia,0.6
2020-02,British Columbia,0.6
2020-02,British Columbia,0.9
2020-02,British Columbia,5.8
2020-02,British Columbia,5.8
2020-02,British Columbia,0.4
2020-02,British Columbia,0.4
2020-02,British Columbia,0.6
2020-02,British Columbia,5.9
2020-02,British Columbia,5.8
2020-02,British Columbia,0.4
2020-02,British Columbia,0.5
2020-02,British Columbia,0.6
2020-02,British Columbia,13.3
2020-02,British Columbia,12.7
2020-02,British Columbia,1.6
2020-02,British Columbia,1.8
2020-02,British Columbia,2.1
2020-02,British Columbia,13.1
2020-02,British Columbia,12.5
2020-02,British Columbia,4.6
2020-02,British Columbia,4.8
2020-02,British Columbia,0.4
2020-02,British Columbia,0.4
2020-02,British Columbia,0.6
2020-02,British Columbia,4.3
2020-02,British Columbia,4.6
2020-02,British Columbia,0.5
2020-02,British Columbia,0.5
2020-02,British Columbia,0.7
2020-02,British Columbia,5.3
2020-02,British Columbia,5.1
2020-02,British Columbia,0.8
2020-02,British Columbia,0.8
2020-02,British Columbia,1.1
2020-02,British Columbia,5.0
2020-02,British Columbia,4.9
2020-02,British Columbia,0.4
2020-02,British Columbia,0.4
2020-02,British Columbia,0.6
2020-02,British Columbia,5.1
2020-02,British Columbia,4.9
2020-02,British Columbia,0.4
2020-02,British Columbia,0.4
2020-02,British Columbia,0.6
2020-02,British Columbia,6.7
2020-02,British Columbia,6.5
2020-02,British Columbia,1.4
2020-02,British Columbia,1.6
2020-02,British Columbia,1.9
2020-02,British Columbia,10.5
2020-02,British Columbia,4.7
2020-02,British Columbia,4.7
2020-02,British Columbia,4.6
2020-02,British Columbia,0.4
2020-02,British Columbia,0.4
2020-02,British Columbia,0.6
2020-02,British Columbia,4.2
2020-02,British Columbia,3.9
2020-02,British Columbia,0.5
2020-02,British Columbia,0.5
2020-02,British Columbia,0.7
2020-02,British Columbia,6.2
2020-02,British Columbia,6.9
2020-02,British Columbia,0.9
2020-02,British Columbia,0.8
2020-02,British Columbia,1.3
2020-03,British Columbia,7.9
2020-03,British Columbia,8.3
2020-03,British Columbia,0.3
2020-03,British Columbia,0.3
2020-03,British Columbia,0.4
2020-03,British Columbia,8.2
2020-03,British Columbia,8.3
2020-03,British Columbia,0.3
2020-03,British Columbia,0.3
2020-03,British Columbia,0.4
2020-03,British Columbia,19.6
2020-03,British Columbia,21.0
2020-03,British Columbia,1.1
2020-03,British Columbia,1.2
2020-03,British Columbia,1.5
2020-03,British Columbia,25.4
2020-03,British Columbia,19.0
2020-03,British Columbia,6.2
2020-03,British Columbia,6.4
2020-03,British Columbia,0.3
2020-03,British Columbia,0.3
2020-03,British Columbia,0.4
2020-03,British Columbia,6.2
2020-03,British Columbia,6.3
2020-03,British Columbia,0.4
2020-03,British Columbia,0.4
2020-03,British Columbia,0.5
2020-03,British Columbia,6.0
2020-03,British Columbia,6.6
2020-03,British Columbia,0.6
2020-03,British Columbia,0.6
2020-03,British Columbia,0.9
2020-03,British Columbia,6.9
2020-03,British Columbia,7.7
2020-03,British Columbia,0.4
2020-03,British Columbia,0.4
2020-03,British Columbia,0.6
2020-03,British Columbia,7.1
2020-03,British Columbia,7.6
2020-03,British Columbia,0.4
2020-03,British Columbia,0.5
2020-03,British Columbia,0.6
2020-03,British Columbia,17.0
2020-03,British Columbia,20.4
2020-03,British Columbia,1.6
2020-03,British Columbia,1.8
2020-03,British Columbia,2.1
2020-03,British Columbia,26.1
2020-03,British Columbia,18.2
2020-03,British Columbia,5.4
2020-03,British Columbia,5.9
2020-03,British Columbia,0.4
2020-03,British Columbia,0.4
2020-03,British Columbia,0.6
2020-03,British Columbia,5.3
2020-03,British Columbia,5.6
2020-03,British Columbia,0.5
2020-03,British Columbia,0.5
2020-03,British Columbia,0.7
2020-03,British Columbia,5.8
2020-03,British Columbia,6.8
2020-03,British Columbia,0.8
2020-03,British Columbia,0.8
2020-03,British Columbia,1.1
2020-03,British Columbia,9.0
2020-03,British Columbia,8.9
2020-03,British Columbia,0.4
2020-03,British Columbia,0.4
2020-03,British Columbia,0.6
2020-03,British Columbia,9.3
2020-03,British Columbia,9.1
2020-03,British Columbia,0.4
2020-03,British Columbia,0.4
2020-03,British Columbia,0.6
2020-03,British Columbia,22.4
2020-03,British Columbia,21.6
2020-03,British Columbia,1.4
2020-03,British Columbia,1.6
2020-03,British Columbia,1.9
2020-03,British Columbia,24.7
2020-03,British Columbia,20.0
2020-03,British Columbia,7.0
2020-03,British Columbia,7.0
2020-03,British Columbia,0.4
2020-03,British Columbia,0.4
2020-03,British Columbia,0.6
2020-03,British Columbia,7.2
2020-03,British Columbia,7.2
2020-03,British Columbia,0.5
2020-03,British Columbia,0.5
2020-03,British Columbia,0.7
2020-03,British Columbia,6.3
2020-03,British Columbia,6.5
2020-03,British Columbia,0.9
2020-03,British Columbia,0.8
2020-03,British Columbia,1.3
2020-04,British Columbia,11.9
2020-04,British Columbia,12.1
2020-04,British Columbia,0.3
2020-04,British Columbia,0.3
2020-04,British Columbia,0.4
2020-04,British Columbia,12.3
2020-04,British Columbia,12.3
2020-04,British Columbia,0.3
2020-04,British Columbia,0.3
2020-04,British Columbia,0.4
2020-04,British Columbia,24.7
2020-04,British Columbia,25.5
2020-04,British Columbia,1.1
2020-04,British Columbia,1.2
2020-04,British Columbia,1.5
2020-04,British Columbia,30.0
2020-04,British Columbia,23.4
2020-04,British Columbia,10.2
2020-04,British Columbia,10.4
2020-04,British Columbia,0.3
2020-04,British Columbia,0.3
2020-04,British Columbia,0.4
2020-04,British Columbia,10.3
2020-04,British Columbia,10.5
2020-04,British Columbia,0.4
2020-04,British Columbia,0.4
2020-04,British Columbia,0.5
2020-04,British Columbia,10.0
2020-04,British Columbia,10.3
2020-04,British Columbia,0.6
2020-04,British Columbia,0.6
2020-04,British Columbia,0.9
2020-04,British Columbia,11.4
2020-04,British Columbia,12.4
2020-04,British Columbia,0.4
2020-04,British Columbia,0.4
2020-04,British Columbia,0.6
2020-04,British Columbia,12.2
2020-04,British Columbia,12.5
2020-04,British Columbia,0.4
2020-04,British Columbia,0.5
2020-04,British Columbia,0.6
2020-04,British Columbia,20.3
2020-04,British Columbia,21.2
2020-04,British Columbia,1.6
2020-04,British Columbia,1.8
2020-04,British Columbia,2.1
2020-04,British Columbia,29.3
2020-04,British Columbia,17.8
2020-04,British Columbia,10.2
2020-04,British Columbia,11.3
2020-04,British Columbia,0.4
2020-04,British Columbia,0.4
2020-04,British Columbia,0.6
2020-04,British Columbia,10.7
2020-04,British Columbia,11.6
2020-04,British Columbia,0.5
2020-04,British Columbia,0.5
2020-04,British Columbia,0.7
2020-04,British Columbia,8.8
2020-04,British Columbia,10.3
2020-04,British Columbia,0.8
2020-04,British Columbia,0.8
2020-04,British Columbia,1.1
2020-04,British Columbia,12.5
2020-04,British Columbia,11.9
2020-04,British Columbia,0.4
2020-04,British Columbia,0.4
2020-04,British Columbia,0.6
2020-04,British Columbia,12.5
2020-04,British Columbia,12.1
2020-04,British Columbia,0.4
2020-04,British Columbia,0.4
2020-04,British Columbia,0.6
2020-04,British Columbia,29.5
2020-04,British Columbia,30.5
2020-04,British Columbia,1.4
2020-04,British Columbia,1.6
2020-04,British Columbia,1.9
2020-04,British Columbia,30.6
2020-04,British Columbia,30.5
2020-04,British Columbia,10.1
2020-04,British Columbia,9.5
2020-04,British Columbia,0.4
2020-04,British Columbia,0.4
2020-04,British Columbia,0.6
2020-04,British Columbia,9.7
2020-04,British Columbia,9.2
2020-04,British Columbia,0.5
2020-04,British Columbia,0.5
2020-04,British Columbia,0.7
2020-04,British Columbia,11.4
2020-04,British Columbia,10.3
2020-04,British Columbia,0.9
2020-04,British Columbia,0.8
2020-04,British Columbia,1.3
2020-05,British Columbia,14.0
2020-05,British Columbia,13.7
2020-05,British Columbia,0.3
2020-05,British Columbia,0.3
2020-05,British Columbia,0.4
2020-05,British Columbia,14.2
2020-05,British Columbia,14.0
2020-05,British Columbia,0.3
2020-05,British Columbia,0.3
2020-05,British Columbia,0.4
2020-05,British Columbia,27.9
2020-05,British Columbia,28.7
2020-05,British Columbia,1.1
2020-05,British Columbia,1.2
2020-05,British Columbia,1.5
2020-05,British Columbia,34.9
2020-05,British Columbia,25.4
2020-05,British Columbia,12.0
2020-05,British Columbia,11.5
2020-05,British Columbia,0.3
2020-05,British Columbia,0.3
2020-05,British Columbia,0.4
2020-05,British Columbia,13.0
2020-05,British Columbia,12.0
2020-05,British Columbia,0.4
2020-05,British Columbia,0.4
2020-05,British Columbia,0.5
2020-05,British Columbia,9.1
2020-05,British Columbia,10.0
2020-05,British Columbia,0.6
2020-05,British Columbia,0.6
2020-05,British Columbia,0.9
2020-05,British Columbia,13.3
2020-05,British Columbia,13.6
2020-05,British Columbia,0.4
2020-05,British Columbia,0.4
2020-05,British Columbia,0.6
2020-05,British Columbia,13.9
2020-05,British Columbia,13.9
2020-05,British Columbia,0.4
2020-05,British Columbia,0.5
2020-05,British Columbia,0.6
2020-05,British Columbia,26.1
2020-05,British Columbia,27.0
2020-05,British Columbia,1.6
2020-05,British Columbia,1.8
2020-05,British Columbia,2.1
2020-05,British Columbia,34.0
2020-05,British Columbia,23.6
2020-05,British Columbia,11.4
2020-05,British Columbia,11.5
2020-05,British Columbia,0.4
2020-05,British Columbia,0.4
2020-05,British Columbia,0.6
2020-05,British Columbia,12.2
2020-05,British Columbia,11.9
2020-05,British Columbia,0.5
2020-05,British Columbia,0.5
2020-05,British Columbia,0.7
2020-05,British Columbia,9.2
2020-05,British Columbia,10.3
2020-05,British Columbia,0.8
2020-05,British Columbia,0.8
2020-05,British Columbia,1.1
2020-05,British Columbia,14.8
2020-05,British Columbia,13.9
2020-05,British Columbia,0.4
2020-05,British Columbia,0.4
2020-05,British Columbia,0.6
2020-05,British Columbia,14.5
2020-05,British Columbia,14.2
2020-05,British Columbia,0.4
2020-05,British Columbia,0.4
2020-05,British Columbia,0.6
2020-05,British Columbia,30.2
2020-05,British Columbia,30.8
2020-05,British Columbia,1.4
2020-05,British Columbia,1.6
2020-05,British Columbia,1.9
2020-05,British Columbia,36.1
2020-05,British Columbia,27.7
2020-05,British Columbia,12.7
2020-05,British Columbia,11.5
2020-05,British Columbia,0.4
2020-05,British Columbia,0.4
2020-05,British Columbia,0.6
2020-05,British Columbia,13.9
2020-05,British Columbia,12.2
2020-05,British Columbia,0.5
2020-05,British Columbia,0.5
2020-05,British Columbia,0.7
2020-05,British Columbia,9.0
2020-05,British Columbia,9.6
2020-05,British Columbia,0.9
2020-05,British Columbia,0.8
2020-05,British Columbia,1.3
2020-06,British Columbia,12.8
2020-06,British Columbia,12.3
2020-06,British Columbia,0.3
2020-06,British Columbia,0.3
2020-06,British Columbia,0.4
2020-06,British Columbia,12.6
2020-06,British Columbia,12.4
2020-06,British Columbia,0.3
2020-06,British Columbia,0.3
2020-06,British Columbia,0.4
2020-06,British Columbia,28.6
2020-06,British Columbia,27.2
2020-06,British Columbia,1.1
2020-06,British Columbia,1.2
2020-06,British Columbia,1.5
2020-06,British Columbia,27.7
2020-06,British Columbia,26.8
2020-06,British Columbia,10.1
2020-06,British Columbia,9.7
2020-06,British Columbia,0.3
2020-06,British Columbia,0.3
2020-06,British Columbia,0.4
2020-06,British Columbia,10.4
2020-06,British Columbia,10.0
2020-06,British Columbia,0.4
2020-06,British Columbia,0.4
2020-06,British Columbia,0.5
2020-06,British Columbia,9.4
2020-06,British Columbia,8.6
2020-06,British Columbia,0.6
2020-06,British Columbia,0.6
2020-06,British Columbia,0.9
2020-06,British Columbia,12.7
2020-06,British Columbia,12.2
2020-06,British Columbia,0.4
2020-06,British Columbia,0.4
2020-06,British Columbia,0.6
2020-06,British Columbia,12.6
2020-06,British Columbia,12.2
2020-06,British Columbia,0.4
2020-06,British Columbia,0.5
2020-06,British Columbia,0.6
2020-06,British Columbia,30.7
2020-06,British Columbia,28.7
2020-06,British Columbia,1.6
2020-06,British Columbia,1.8
2020-06,British Columbia,2.1
2020-06,British Columbia,31.9
2020-06,British Columbia,26.9
2020-06,British Columbia,9.6
2020-06,British Columbia,9.2
2020-06,British Columbia,0.4
2020-06,British Columbia,0.4
2020-06,British Columbia,0.6
2020-06,British Columbia,9.8
2020-06,British Columbia,9.3
2020-06,British Columbia,0.5
2020-06,British Columbia,0.5
2020-06,British Columbia,0.7
2020-06,British Columbia,9.1
2020-06,British Columbia,9.1
2020-06,British Columbia,0.8
2020-06,British Columbia,0.8
2020-06,British Columbia,1.1
2020-06,British Columbia,12.9
2020-06,British Columbia,12.5
2020-06,British Columbia,0.4
2020-06,British Columbia,0.4
2020-06,British Columbia,0.6
2020-06,British Columbia,12.6
2020-06,British Columbia,12.7
2020-06,British Columbia,0.4
2020-06,British Columbia,0.4
2020-06,British Columbia,0.6
2020-06,British Columbia,26.3
2020-06,British Columbia,25.5
2020-06,British Columbia,1.4
2020-06,British Columbia,1.6
2020-06,British Columbia,1.9
2020-06,British Columbia,23.4
2020-06,British Columbia,26.7
2020-06,British Columbia,10.6
2020-06,British Columbia,10.1
2020-06,British Columbia,0.4
2020-06,British Columbia,0.4
2020-06,British Columbia,0.6
2020-06,British Columbia,11.0
2020-06,British Columbia,10.9
2020-06,British Columbia,0.5
2020-06,British Columbia,0.5
2020-06,British Columbia,0.7
2020-06,British Columbia,9.6
2020-06,British Columbia,7.9
2020-06,British Columbia,0.9
2020-06,British Columbia,0.8
2020-06,British Columbia,1.3
2020-07,British Columbia,10.8
2020-07,British Columbia,11.0
2020-07,British Columbia,0.4
2020-07,British Columbia,0.4
2020-07,British Columbia,0.5
2020-07,British Columbia,11.2
2020-07,British Columbia,11.1
2020-07,British Columbia,0.4
2020-07,British Columbia,0.4
2020-07,British Columbia,0.5
2020-07,British Columbia,23.3
2020-07,British Columbia,22.8
2020-07,British Columbia,1.5
2020-07,British Columbia,1.7
2020-07,British Columbia,1.8
2020-07,British Columbia,24.2
2020-07,British Columbia,21.9
2020-07,British Columbia,8.7
2020-07,British Columbia,8.8
2020-07,British Columbia,0.4
2020-07,British Columbia,0.4
2020-07,British Columbia,0.5
2020-07,British Columbia,8.8
2020-07,British Columbia,9.0
2020-07,British Columbia,0.4
2020-07,British Columbia,0.5
2020-07,British Columbia,0.6
2020-07,British Columbia,8.4
2020-07,British Columbia,8.1
2020-07,British Columbia,0.8
2020-07,British Columbia,0.7
2020-07,British Columbia,1.0
2020-07,British Columbia,11.4
2020-07,British Columbia,10.9
2020-07,British Columbia,0.5
2020-07,British Columbia,0.6
2020-07,British Columbia,0.7
2020-07,British Columbia,11.3
2020-07,British Columbia,11.0
2020-07,British Columbia,0.6
2020-07,British Columbia,0.6
2020-07,British Columbia,0.7
2020-07,British Columbia,23.3
2020-07,British Columbia,22.3
2020-07,British Columbia,2.0
2020-07,British Columbia,2.3
2020-07,British Columbia,2.5
2020-07,British Columbia,25.0
2020-07,British Columbia,20.9
2020-07,British Columbia,9.4
2020-07,British Columbia,8.8
2020-07,British Columbia,0.5
2020-07,British Columbia,0.5
2020-07,British Columbia,0.7
2020-07,British Columbia,9.4
2020-07,British Columbia,8.8
2020-07,British Columbia,0.6
2020-07,British Columbia,0.6
2020-07,British Columbia,0.8
2020-07,British Columbia,9.5
2020-07,British Columbia,8.5
2020-07,British Columbia,0.9
2020-07,British Columbia,0.9
2020-07,British Columbia,1.2
2020-07,British Columbia,10.2
2020-07,British Columbia,11.2
2020-07,British Columbia,0.6
2020-07,British Columbia,0.6
2020-07,British Columbia,0.7
2020-07,British Columbia,11.0
2020-07,British Columbia,11.3
2020-07,British Columbia,0.6
2020-07,British Columbia,0.6
2020-07,British Columbia,0.7
2020-07,British Columbia,23.2
2020-07,British Columbia,23.2
2020-07,British Columbia,2.1
2020-07,British Columbia,2.3
2020-07,British Columbia,2.5
2020-07,British Columbia,23.4
2020-07,British Columbia,23.1
2020-07,British Columbia,7.9
2020-07,British Columbia,8.8
2020-07,British Columbia,0.6
2020-07,British Columbia,0.6
2020-07,British Columbia,0.7
2020-07,British Columbia,8.2
2020-07,British Columbia,9.2
2020-07,British Columbia,0.6
2020-07,British Columbia,0.7
2020-07,British Columbia,0.8
2020-07,British Columbia,6.9
2020-07,British Columbia,7.6
2020-07,British Columbia,1.2
2020-07,British Columbia,1.1
2020-07,British Columbia,1.5
2020-08,British Columbia,10.5
2020-08,British Columbia,11.7
2020-08,British Columbia,0.4
2020-08,British Columbia,0.4
2020-08,British Columbia,0.5
2020-08,British Columbia,11.3
2020-08,British Columbia,11.8
2020-08,British Columbia,0.4
2020-08,British Columbia,0.4
2020-08,British Columbia,0.5
2020-08,British Columbia,21.4
2020-08,British Columbia,21.8
2020-08,British Columbia,1.5
2020-08,British Columbia,1.7
2020-08,British Columbia,1.8
2020-08,British Columbia,22.6
2020-08,British Columbia,21.3
2020-08,British Columbia,8.7
2020-08,British Columbia,9.9
2020-08,British Columbia,0.4
2020-08,British Columbia,0.4
2020-08,British Columbia,0.5
2020-08,British Columbia,8.6
2020-08,British Columbia,9.6
2020-08,British Columbia,0.4
2020-08,British Columbia,0.5
2020-08,British Columbia,0.6
2020-08,British Columbia,9.1
2020-08,British Columbia,10.5
2020-08,British Columbia,0.8
2020-08,British Columbia,0.7
2020-08,British Columbia,1.0
2020-08,British Columbia,11.3
2020-08,British Columbia,11.2
2020-08,British Columbia,0.5
2020-08,British Columbia,0.6
2020-08,British Columbia,0.7
2020-08,British Columbia,11.2
2020-08,British Columbia,11.3
2020-08,British Columbia,0.6
2020-08,British Columbia,0.6
2020-08,British Columbia,0.7
2020-08,British Columbia,22.9
2020-08,British Columbia,23.4
2020-08,British Columbia,2.0
2020-08,British Columbia,2.3
2020-08,British Columbia,2.5
2020-08,British Columbia,25.3
2020-08,British Columbia,22.3
2020-08,British Columbia,9.4
2020-08,British Columbia,9.0
2020-08,British Columbia,0.5
2020-08,British Columbia,0.5
2020-08,British Columbia,0.7
2020-08,British Columbia,9.1
2020-08,British Columbia,8.6
2020-08,British Columbia,0.6
2020-08,British Columbia,0.6
2020-08,British Columbia,0.8
2020-08,British Columbia,10.1
2020-08,British Columbia,10.1
2020-08,British Columbia,0.9
2020-08,British Columbia,0.9
2020-08,British Columbia,1.2
2020-08,British Columbia,9.7
2020-08,British Columbia,12.2
2020-08,British Columbia,0.6
2020-08,British Columbia,0.6
2020-08,British Columbia,0.7
2020-08,British Columbia,11.3
2020-08,British Columbia,12.2
2020-08,British Columbia,0.6
2020-08,British Columbia,0.6
2020-08,British Columbia,0.7
2020-08,British Columbia,19.7
2020-08,British Columbia,20.1
2020-08,British Columbia,2.1
2020-08,British Columbia,2.3
2020-08,British Columbia,2.5
